name,slug,source,page,type,type_code,rarity,tier,attunement,attunement_req,wondrous,weight,value_gp,has_spells,entries_json,srd
Heward's Handy Haversack,heward-s-handy-haversack,XDMG,269,Wondrous Item,WON,rare,,0,,1,5,,0,"[""This backpack has a central pouch and two side pouches, each of which is an extradimensional space. Each side pouch can hold up to 200 pounds of material, not exceeding a volume of 25 cubic feet. The central pouch can hold up to 500 pounds of material, not exceeding a volume of 64 cubic feet. The haversack always weighs 5 pounds, regardless of its contents."", ""Retrieving an item from the haversack requires a {@action Utilize|XPHB} action or a {@variantrule Bonus Action|XPHB} (your choice). When you reach into the haversack for a specific item, the item is always magically on top."", ""If any of its pouches is overloaded, pierced, or torn, the haversack ruptures and is destroyed. If the haversack is destroyed, its contents are lost forever, although an Artifact always turns up again somewhere. If the haversack is turned inside out, its contents spill forth unharmed, and the haversack must be put right before it can be used again."", ""Each pouch of the haversack holds enough air for 10 minutes of breathing, divided by the number of breathing creatures inside."", ""Placing the haversack inside an extradimensional space created by a {@item Bag of Holding|XDMG}, {@item Portable Hole|XDMG}, or similar item instantly destroys both items and opens a gate to the Astral Plane. The gate originates where the one item was placed inside the other. Any creature within 10 feet of the gate and not behind {@variantrule Cover|XPHB|Total Cover} is sucked through it and deposited in a random location on the Astral Plane. The gate then closes. The gate is one-way only and can't be reopened.""]",1
Holy Water,holy-water,XPHB,226,Adventuring Gear,G,none,,0,,0,1,25.0,0,"[""When you take the {@action Attack|XPHB} action, you can replace one of your attacks with throwing a flask of Holy Water. Target one creature you can see within 20 feet of yourself. The target must succeed on a Dexterity saving throw ({@dc 8} plus your Dexterity modifier and {@variantrule Proficiency|XPHB|Proficiency Bonus}) or take {@damage 2d8} Radiant damage if it is a Fiend or an Undead.""]",1
Hooded Lantern,hooded-lantern,XPHB,226,Adventuring Gear,G,none,,0,,0,2,5.0,0,"[""A Hooded Lantern burns Oil as fuel to cast {@variantrule Bright Light|XPHB} in a 30-foot radius and {@variantrule Dim Light|XPHB} for an additional 30 feet. As a {@variantrule Bonus Action|XPHB}, you can lower the hood, reducing the light to {@variantrule Dim Light|XPHB} in a 5-foot radius, or raise it again.""]",1
Horn of Blasting,horn-of-blasting,XDMG,270,Instrument,INS,rare,,0,,1,,,0,"[""You can take a {@action Magic|XPHB} action to blow the horn, which emits a thunderous blast in a 30-foot {@variantrule Cone [Area of Effect]|XPHB|Cone} that is audible out to 600 feet. Each creature in the {@variantrule Cone [Area of Effect]|XPHB|Cone} makes a {@dc 15} Constitution saving throw. On a failed save, a creature takes {@damage 5d8} Thunder damage and has the {@condition Deafened|XPHB} condition for 1 minute. On a successful save, a creature takes half as much damage only. Glass or crystal objects in the {@variantrule Cone [Area of Effect]|XPHB|Cone} that aren't being worn or carried take {@damage 10d8} Thunder damage."", ""Each use of the horn's magic has a {@chance 20} chance of causing the horn to explode. The explosion deals {@damage 10d6} Force damage to the user and destroys the horn.""]",1
"Horn of Valhalla, Brass",horn-of-valhalla-brass,XDMG,270,Instrument,INS,rare,,0,,1,,,0,"[""You can take a {@action Magic|XPHB} action to blow this horn. In response, warrior spirits from the plane of Ysgard appear in unoccupied spaces within 60 feet of you. Each spirit uses the {@creature Berserker|XMM} stat block and returns to Ysgard after 1 hour or when it drops to 0 {@variantrule Hit Points|XPHB}. The spirits look like living, breathing warriors, and they have {@variantrule Immunity|XPHB} to the {@condition Charmed|XPHB} and {@condition Frightened|XPHB} conditions. Once you use the horn, it can't be used again until 7 days have passed."", ""A brass horn summons 3 {@creature Berserker|XMM|Berserkers}. To use the brass horn, you must have {@variantrule Proficiency|XPHB} with all Simple weapons."", ""If you blow the horn without meeting its requirement, the summoned {@creature Berserker|XMM|Berserkers} attack you. If you meet the requirement, they are {@variantrule Friendly [Attitude]|XPHB|Friendly} to you and your allies and follow your commands.""]",1
"Horn of Valhalla, Bronze",horn-of-valhalla-bronze,XDMG,270,Instrument,INS,very rare,,0,,1,,,0,"[""You can take a {@action Magic|XPHB} action to blow this horn. In response, warrior spirits from the plane of Ysgard appear in unoccupied spaces within 60 feet of you. Each spirit uses the {@creature Berserker|XMM} stat block and returns to Ysgard after 1 hour or when it drops to 0 {@variantrule Hit Points|XPHB}. The spirits look like living, breathing warriors, and they have {@variantrule Immunity|XPHB} to the {@condition Charmed|XPHB} and {@condition Frightened|XPHB} conditions. Once you use the horn, it can't be used again until 7 days have passed."", ""A bronze horn summons 4 {@creature Berserker|XMM|Berserkers}. To use the bronze horn, you must have training with all Medium armor."", ""If you blow the horn without meeting its requirement, the summoned {@creature Berserker|XMM|Berserkers} attack you. If you meet the requirement, they are {@variantrule Friendly [Attitude]|XPHB|Friendly} to you and your allies and follow your commands.""]",1
"Horn of Valhalla, Iron",horn-of-valhalla-iron,XDMG,270,Instrument,INS,legendary,,0,,1,,,0,"[""You can take a {@action Magic|XPHB} action to blow this horn. In response, warrior spirits from the plane of Ysgard appear in unoccupied spaces within 60 feet of you. Each spirit uses the {@creature Berserker|XMM} stat block and returns to Ysgard after 1 hour or when it drops to 0 {@variantrule Hit Points|XPHB}. The spirits look like living, breathing warriors, and they have {@variantrule Immunity|XPHB} to the {@condition Charmed|XPHB} and {@condition Frightened|XPHB} conditions. Once you use the horn, it can't be used again until 7 days have passed."", ""A iron horn summons 5 {@creature Berserker|XMM|Berserkers}. To use the iron horn, you must have {@variantrule Proficiency|XPHB} with all Martial weapons."", ""If you blow the horn without meeting its requirement, the summoned {@creature Berserker|XMM|Berserkers} attack you. If you meet the requirement, they are {@variantrule Friendly [Attitude]|XPHB|Friendly} to you and your allies and follow your commands.""]",1
"Horn of Valhalla, Silver",horn-of-valhalla-silver,XDMG,270,Instrument,INS,rare,,0,,1,,,0,"[""You can take a {@action Magic|XPHB} action to blow this horn. In response, warrior spirits from the plane of Ysgard appear in unoccupied spaces within 60 feet of you. Each spirit uses the {@creature Berserker|XMM} stat block and returns to Ysgard after 1 hour or when it drops to 0 {@variantrule Hit Points|XPHB}. The spirits look like living, breathing warriors, and they have {@variantrule Immunity|XPHB} to the {@condition Charmed|XPHB} and {@condition Frightened|XPHB} conditions. Once you use the horn, it can't be used again until 7 days have passed."", ""A silver horn summons 2 {@creature Berserker|XMM|Berserkers}. They are {@variantrule Friendly [Attitude]|XPHB|Friendly} to you and your allies and follow your commands.""]",1
Horseshoes of a Zephyr,horseshoes-of-a-zephyr,XDMG,270,Wondrous Item,WON,very rare,,0,,1,,,0,"[""These horseshoes come in a set of four. As a {@action Magic|XPHB} action, you can touch one of the horseshoes to the hoof of a horse or similar creature, whereupon the horseshoe affixes itself to the hoof. Removing a horseshoe also takes a {@action Magic|XPHB} action."", ""While all four shoes are affixed to the hooves of a horse or similar creature, they allow the creature to move normally while floating 4 inches above a surface. This effect means the creature can cross or stand above nonsolid or unstable surfaces, such as water or lava. The creature leaves no tracks and ignores {@variantrule Difficult Terrain|XPHB}. In addition, the creature can travel for up to 12 hours a day without gaining {@condition Exhaustion|XPHB} levels from extended travel.""]",1
Horseshoes of Speed,horseshoes-of-speed,XDMG,270,Wondrous Item,WON,rare,,0,,1,,,0,"[""These horseshoes come in a set of four. As a {@action Magic|XPHB} action, you can touch one of the horseshoes to the hoof of a horse or similar creature, whereupon the horseshoe affixes itself to the hoof. Removing a horseshoe also takes a {@action Magic|XPHB} action."", ""While all four horseshoes are attached to the same creature, its {@variantrule Speed|XPHB} is increased by 30 feet.""]",1
Hunting Trap,hunting-trap,XPHB,226,Adventuring Gear,G,none,,0,,0,25,5.0,0,"[""As a {@action Utilize|XPHB} action, you can set a Hunting Trap, which is a sawtooth steel ring that snaps shut when a creature steps on a pressure plate in the center. The trap is affixed by a heavy chain to an immobile object, such as a tree or a spike driven into the ground. A creature that steps on the plate must succeed on a {@dc 13} Dexterity saving throw or take {@damage 1d4} Piercing damage and have its {@variantrule Speed|XPHB} reduced to 0 until the start of its next turn. Thereafter, until the creature breaks free of the trap, its movement is limited by the length of the chain (typically 3 feet). A creature can use its action to make a {@dc 13} Strength ({@skill Athletics|XPHB}) check, freeing itself or another creature within its reach on a success. Each failed check deals 1 Piercing damage to the trapped creature.""]",1
Immovable Rod,immovable-rod,XDMG,270,Rod,RD,uncommon,,0,,0,2,,0,"[""This iron rod has a button on one end. You can take a {@action Utilize|XPHB} action to press the button, which causes the rod to become magically fixed in place. Until you or another creature takes a {@action Utilize|XPHB} action to push the button again, the rod doesn't move, even if it defies gravity. The rod can hold up to 8,000 pounds of weight. More weight causes the rod to deactivate and fall. A creature can take a {@action Utilize|XPHB} action to make a {@dc 30} Strength ({@skill Athletics|XPHB}) check, moving the fixed rod up to 10 feet on a successful check.""]",1
Ink,ink,XPHB,226,Adventuring Gear,G,none,,0,,0,,10.0,0,"[""Ink comes in a 1-ounce bottle, which provides enough ink to write about 500 pages.""]",1
Ink Pen,ink-pen,XPHB,226,Adventuring Gear,G,none,,0,,0,,0.02,0,"[""Using {@item Ink|XPHB}, an Ink Pen is used to write or draw.""]",1
"Ioun Stone, Absorption",ioun-stone-absorption,XDMG,273,Wondrous Item,WON,very rare,,1,,1,,,0,"[""{#itemEntry Ioun Stone|XDMG}"", ""While this pale lavender ellipsoid orbits your head, you can take a {@variantrule Reaction|XPHB} to cancel a spell of level 4 or lower cast by a creature you can see. A canceled spell has no effect, and any resources used to cast it are wasted. Once the stone has canceled 20 levels of spells, it burns out, turns dull gray, and loses its magic.""]",1
